time_since_last_recording,latency,cost,reliability
715.0,5.683471918106079,26.9,1
1153.0,6.895592451095581,30.8,1
1698.0,7.6868836879730225,26.1,1
1018.0,5.613667011260986,26.9,1
1881.0,5.555372476577759,29.1,1
286.0,5.594213485717773,26.2,1
1583.0,5.759720087051392,27.5,1
1977.0,5.564988851547241,26.2,1
812.0,5.528727293014526,26.8,1
1522.0,5.52435827255249,26.2,1
1140.0,5.500039339065552,25.8,1
1412.0,6.343193531036377,30.2,1
1235.0,5.7029736042022705,26.3,1
812.0,5.60660719871521,26.1,1
1320.0,5.725543737411499,26.9,1
1381.0,5.676920175552368,26.5,1
2854.0,5.567717790603638,26.3,1
1618.0,5.54863166809082,26.3,1
1690.0,5.564238786697388,25.7,1
808.0,5.737506628036499,26.6,1
1135.0,8.527421474456787,34.7,1
952.0,5.843610763549805,28.2,1
1559.0,5.618279695510864,26.0,1
1589.0,5.959856271743774,27.3,1
1515.0,5.642103910446167,27.3,1
733.0,5.572582006454468,37.5,1
1328.0,5.658671140670776,26.3,1
1511.0,5.6494786739349365,26.3,1
890.0,5.511409521102905,26.3,1
1835.0,5.700315952301025,26.0,1
1192.0,5.6173601150512695,26.1,1
704.0,5.923659086227417,30.5,1
1461.0,7.994659900665283,40.6,1
1696.0,5.512885093688965,26.3,1
283.0,5.790367603302002,27.2,1
1592.0,5.701525449752808,26.3,1
919.0,5.67344069480896,26.4,1
1768.0,5.696547508239746,26.2,1
932.0,7.425396919250488,34.6,1
963.0,5.737335205078125,26.9,1
2099.0,7.494102954864502,32.5,1
1097.0,5.755492448806763,26.8,1
1418.0,5.623508930206299,25.8,1
1015.0,5.6805431842803955,28.9,1
1597.0,5.62645959854126,26.9,1
1141.0,8.149322748184204,33.7,1
642.0,5.655148029327393,25.8,1
1268.0,5.501389741897583,25.7,1
1286.0,5.604480981826782,26.4,1
