time_since_last_recording,latency,cost,reliability
0,0.0323939323425293,25.5,1
1114.0,0.030599594116210938,24.5,1
1641.0,0.03216266632080078,50.9,1
993.0,0.031207799911499023,50.9,1
1573.0,0.03140687942504883,24.6,1
923.0,0.031632423400878906,25.5,1
1872.0,0.031554460525512695,25.9,1
959.0,0.03185009956359863,25.5,1
1730.0,0.03252816200256348,25.5,1
1048.0,0.029631376266479492,25.9,1
1770.0,0.030864953994750977,25.0,1
1281.0,0.034353017807006836,49.1,1
1679.0,0.031029224395751953,25.9,1
936.0,0.03274083137512207,26.3,1
1083.0,0.03093242645263672,25.5,1
2035.0,0.031533241271972656,25.5,1
1296.0,0.029717206954956055,38.2,1
933.0,0.031938791275024414,25.0,1
1432.0,0.03190755844116211,50.9,1
907.0,0.03029632568359375,24.5,1
1816.0,0.030934810638427734,36.2,1
1244.0,0.03156924247741699,25.0,1
682.0,0.03496599197387695,35.6,1
1387.0,0.03245878219604492,24.1,1
1424.0,0.03191995620727539,25.5,1
1149.0,0.03043675422668457,24.1,1
934.0,0.033571720123291016,40.4,1
1692.0,0.031320810317993164,24.1,1
1235.0,0.030464649200439453,33.9,1
1205.0,0.029141902923583984,26.8,1
1364.0,0.03260159492492676,25.5,1
1405.0,0.029658079147338867,25.9,1
385.0,0.030657052993774414,25.5,1
1293.0,0.030316829681396484,25.9,1
1432.0,0.029999256134033203,25.5,1
1601.0,0.03087759017944336,24.5,1
1375.0,0.031560420989990234,24.1,1
1192.0,0.03179931640625,25.5,1
1541.0,0.03619122505187988,31.6,1
516.0,0.031495094299316406,25.5,1
1607.0,0.03052973747253418,50.9,1
1392.0,0.03152322769165039,24.1,1
1086.0,0.031043529510498047,25.9,1
1722.0,0.029277324676513672,24.5,1
523.0,0.03245234489440918,25.0,1
1729.0,0.03073287010192871,50.9,1
1122.0,0.03081345558166504,24.5,1
1243.0,0.03187060356140137,50.0,1
1377.0,0.0318601131439209,25.5,1
893.0,0.02964043617248535,50.9,1
1040.0,0.0319058895111084,26.8,1
1676.0,0.031131982803344727,25.5,1
998.0,0.030456066131591797,25.5,1
1721.0,0.031540870666503906,24.1,1
841.0,0.03272891044616699,25.0,1
1142.0,0.032531023025512695,25.9,1
723.0,0.03608369827270508,45.0,1
1514.0,0.029628753662109375,25.5,1
1820.0,0.030071020126342773,25.5,1
